reviewText,overall,sentiment
"Buyer Beware,  I have owned 2 of these robots.  They both will develop an electrical problem within a year and will continue to beep when you put it on the charger, They send a replacement and the second one begin doing the same thing, other words the robot is good for approximant one year at most.  Additionally the charger cradle is equally a waste of money.  Do yourself a favor and save the grief and aggravation and skip this unperfected robot that will turn out to be ready for the garbage can within a year.  As far as the cleaning goes when it does work it basically just spreads the dirt around evenly so its not noticed.  DONT WASTE YOUR MONEY",1.0,negative
good,4.0,positive
Great to cover cookie sheets when baking greasy foods or foods that may stick so your clean up is extremely easy,4.0,positive
The calipers worked at first but now they keep adding or subtracting .2 inches to some measurements,2.0,negative
"It came looking dirty and it taste really bad. The texture threw me off too. It
was thin like water and was just gross. Will not buy again.",1.0,negative
Gift?,1.0,negative
"Maybe it was overloaded!? Wouldn't roll anymore because the plastic wheels went flat. Yes flat! I had a skid made out of 2X4's to mount the wheels on and put a 50 gallon tub on top with the bottom lined with 2"" of sand and about 40 gallons of water. Next day I wanted to move it and the wheels just dragged (on level concrete) and left black marks. Upon troubleshooting, I noticed 2 wheels went flat and a third starting. Weight was distributed evenly across the skid and wheels were spaced to the equal measurements. I can only assume the weight was the issue. Thought it would carry the weight with ease. No complaint against the seller. Delivery was on time and packaged well.",1.0,negative
pasta is pasta.  this is fine.,4.0,positive
very good,5.0,positive
Suction sucks.  Not really much good.,2.0,negative
"Mixed feelings on this hand-vac and returned it after it's first use.  It did a decent job of picking up hair, etc on its first use.  Easy to use and manageable.

  However, a design flaw (or oversight) prompted a quick return on this after the single uses.  The ""heads,"" including the powered brush head, only ""press"" into place.  There is no snap connector, latch or similar method of securing the attachments in place.  In familiarizing myself with the ""Shark,"" I noted the motorized head had to be ""jiggled"" and reset into pace EVERY time at start up.  Also, while using the vac. the motorized head would stop spinning as the electrical connections would very easily lose contact.

  Unfortunate, really.  Bad, or cheap, or untested design (or all three) prompted a fast ship back to AMZN as I could only picture myself cursing this thing every time I attempted to use it in the future and constantly fiddling with the press in place attachments.",2.0,negative
There is some weird taste to prime pantry. It taste almost expired. Sad and waste of money. I didn't even try it. I just threw it away.,1.0,negative
It is a lot more thin than this soup used to be. I have not bought canned soup in a very longtime. It's not that great.,2.0,negative
Love the size just enough for me.,4.0,positive
"I love crab and I love corn chowder. Was so looking forward to this soup. I am so disappointed that if I could give NO stars, I would! The first couple of bites I could taste the corn, but definitely no crab flavor. After that, the only thing I could taste was black pepper. Had to throw it out after about 6 bites because the pepper overpowered everything and started to burn my tongue! So, just a warning... this soup is NOT worth purchasing!",1.0,negative
"Review for:  Lutron 822-A Fully Digital EMF Meter

OVERVIEW:
-----------

Measures EMF strength of low frequency (30Hz-300Hz in this case) portion of AC MAGNETIC FIELD (NOT AC electric field, too) from ONE AXIS (direction) in milligauss (mG) or microteslas (uT).

Because cell phones and microwaves are in a much higher frequency range, this product does not measure EMF (RF) at those frequencies.  You would want a separate meter for that.

The Achilles Heal of this instrument is that the design is HIGHLY INACCURATE for LOWER EMF readings. The accuracy is not 4% of the displayed value (+ 3 digits) but rather THE ACCURACY IS % OF THE VALUE OF THE END OF THE MEASUREMENT RANGE (4%x200mG = +/-8mG (+ 3 digits).  Since most consumer EMF checking is in the single and low teens mG, this is unfortunate.

This will do fine for noting the EXISTENCE of stronger EMF at lower frequencies, but appears to be a highly inaccurate choice for MEASURING it.

MAIN VALUE:
------------

- Measures EMF at 30Hz-300Hz low frequency range (Magnetic AC field only, not Electric AC Field), which covers most EMF generated by AC power in most homes/offices.  60Hz (U.S.) and much of the EMF generated by resulting harmonic frequencies .. 120Hz (2nd harmonic), 180Hz (3rd), 240Hz (4th), 300Hz (5th).

CONS:
------

- HIGHLY INACCURATE for LOWER EMF readings .. a fixed +/- 8.3 milligauss (mG).  Since most suggested defensive limits for extended exposure are 1mG-2mG or so, this greatly limits its utility.  See paragraph above under ""The Achilles Heal of this instrument.."" for more detail.

- Measures only AC magnetic field (mG/uT), NOT AC ELECTRIC FIELD (V/m,mW/cm2, etc.).  Adding electric field measurement with decent accuracy would have added greatly to the cost.

NOTES:
-------

- Like other meters anywhere near this price range, the company doesn't claim this unit will filter out <30Hz and >300MHz EMF as well as academic/professional units like the Enertech Emdex II filters out EMF from outside its measurement range.

- This frequency range does not cover cell phones or cordless phone signals, microwave oven radiation, or other high frequencies often referred to as RF (radio frequency).

SAMPLE EMF MEASUREMENTS:
-----------------------------

There is no definitive consensus nor clear epidemiological evidence yet as to how much milligauss (mG) for extended periods could be harmful (within reasonable home/office real world levels).  However, there is a consensus from studies that staying under 1mG-4mG would be a good defensive strategy in case 20-40 years from now longer term studies (think smoking, etc.) start showing stronger causal relationships.  Most folks who care about this aim for under 2mG, preferably under 1mG, especially where pacemakers can be involved.

Here are some sample readings of LOW frequency AC MAGNETIC field EMF (Note: not electric field):

(1) Alarm Clock
3""  25mG
6""  10mG
1'  3mG
1.5'  1.8mG
2'  0.5mG

(2) Microwave Oven #1 (Home)
Towards decent seal:
6""  10-30mG
1'  4-25mG
2'  1.5-5mG
Towards questionable seal:
6""  160mG
1'  45mG
2'  15mG

(3) Microwave Oven #2 (Office)
6""  50mG
1'  20mG
2'  3mG
3'  1.2mG

(4) CRT Television (20"" Sony WEGA)
Down the middle:
6""  0.9mG
1'  0.5mG
2'  0.2mG
Corners:
6""  5.5mG
1'  3mG
2'  0.7mG
Sides/Edges in the middle vertically:
6""  7mG
1'  3.5mG
2'  0.9mG

(5) 2012 LED Television
3""  0.6mG

(6) Dehumidifier (Large 70pt. Frigidaire)
Around most of it:
1"" 0.5mG
On one side we get:
3"" 4.3mG
6"" 1.4mG
1' 0.6mG
2' 0.3mG

(7) High-End Modern Very Large Copy Machine
Not much mG at all

(8) Office Ceiling Fluorescent Bulbs
6""  50mG
1'  20mG
2'  3mG
3'  1mG

(9) Uncovered CFL Bulb
3""  3mG
6""  0.5mG

(10) Box Fan
6""  6mG (from center motor only)
1'  1mG

(11) Standing child's fan
6""  6mG
1'  1.2mG
18""  0.6mG

(12) Washer (Clothes)
Top:
1""  15mG
6""  0.5mG-1.5mG
Bottom - Usually:
6""  0.9mG-1.5mG
Bottom - while Spinning:
3""  35mG
6""  22mG
2'  4.5mG
3'  1.9mG
4'  1.3mG

(13) Dryer (Clothes)
Top:
6""  0.5mG
Bottom:
6""  1.5mG

(14) Dishwasher
Top:
6""  2mG
1'  1.5mG
2'  0.7mG
Bottom:
6""  12mG
1'  5mG
2'  1.8mG

(15) Automobile
Moving car:
Head height
Lap  2.2mG
Stopped car:
Head height  0.5mG
Lap  1.4mG

EMF METER SHOPPING GENERAL NOTES:
--------------------------------------

EMF FROM LOWER FREQUENCIES:

At LOWER FREQUENCIES we can measure magnetic fields (in milligauss (mG) or microteslas (uT)), and higher end units also measure electric fields (V/m,W/cm2, etc.).  Unlike higher frequencies where magnetic and electric fields are strongly coupled together, at lower frequencies you measure them separately.

As noted elsewhere in the review, for biological exposure it is suggested to play defense and keep prolonged exposure from lower frequency Magnetic Fields to under 1-4 mG (preferably under 1-2 mG) but there is no definitive consensus as to the long term biological dangers, and where the safety lines are.

Regarding Electric Fields of 50-60Hz (AC Power), there is some rough consensus out there to keep below 10-20 V/m and sleep at a spot below 5 V/m, though again opinions vary.  5 V/m was the recommendation in Germany and by the IRPA/INIRC for ""private individuals"", 10 V/m for ""workers"", with 25 V/m for ""workers"" for max. 2 hours.  ACGIH recommend 1 V/m for those with pacemakers or other electrically sensitive implants.

The fields in the lower frequency ranges are sometimes referred to as ELF (see chart below for usual acronym meanings of this sort), or even confusingly as EMF which is also often used to define such fields at most frequencies.

EMF(RF) FROM HIGHER FREQUENCIES:

At HIGH FREQUENCIES like those the high frequency meters measure, the magnetic and electric fields are coupled so strongly together that it is one field that is measured, usually in V/m or mW/cm2, etc.

For microwave ovens (2.45 GHz) biological exposure is often recommended to not exceed 5 mW/cm2 (milliwatts per cm squared), however again opinions vary.

Some school or hospital exposure limits for 300MHz-300GHz:
- France, Italy 10 mW/cm2 in schools
- Switzerland 9.5 mW/cm2 in schools, 4.25 mW/cm2 in hospitals
- Belgium, Luxembourg 2.4 mW/cm2

For RF Fields of 900MHz, exposure limit recommendations around the world appear to range from .001W/m2 to 4.5W/m2, the latter being in Germany and the ICNIRP recommendation in '98.

For RF Fields of 1800MHz, exposure limit recommendations around the world appear to range from .001W/m2 to 9W/m2, the latter being in Germany and the ICNIRP recommendation in '98.

The higher frequencies are often referred to as RF (radio frequency) frequencies (think cell phones, microwaves, etc.) and thus you'll see some meters with ""RF"" in the title or description.

MAGNETIC VS. ELECTRIC FIELD MEASUREMENT:

AC MAGNETIC FIELDS are much harder to shield than electric fields.  On the other hand unperturbed AC ELECTRIC FIELDS are much harder to measure accurately/dependably than Magnetic fields.  IEEE tries to help with IEEE 644-1994.  The inexpensive models don't pretend to measure this as well as the Enertech Emdex II's of the world, however they are often much less expensive and there's your trade-off.

Note that AC ELECTRIC FIELDS often remain as long as the the source is plugged in, whether it is turned on or off.

So for biological concern, what do people care about, magnetic or electric fields?  An engineer in the field that has been following this noted that in the 70's it was electric fields, in the late 70's and 80's it was magnetic fields, and now it's really both.  Most inexpensive units are only good for detecting the PRESENCE of stronger fields (vs. measuring them well) and many only measure magnetic fields, and if they do measure electric fields it usually isn't accurate.  If you need to measure accurately and/or measure both magnetic and electric fields, I try to help out in this review with some leads later on.

GENERAL:

Meters not designed for it avoid 0Hz since that is the natural ground DC static field and we usually want to ignore that for measurement.  Also there is often comparatively little EMF produced 1Hz-40Hz (some European train systems do FYI - 16.7Hz).  Thus meters often aren't missing much EMF in the low frequencies when we buy meters that don't cover below 30Hz-40Hz.

The frequency range of 30Hz/40Hz to 300Hz usually covers much of low frequency EMF produced in a home or office.  This includes the U.S. 60 Hz AC power frequency and 4 of the harmonic frequencies from that.  Thus we usually aren't missing much EMF in the low frequencies when we buy meters that don't cover over a few hundred Hz or so.  However, note that capping the upper end of the low frequencies in the low hundreds may fail to capture a good portion of CFL's EMF (compact fluorescent lights) if that is important to you.

Note that measured values can become less trustworthy as you get very close to the source of an EMF field, so measuring practically next to the source is often questionable.

Also note that pulsed EMF is usually not read accurately by EMF meters.

Note that if you need to take high radar frequency field strength into account (think Traffic Control Radar, Aviation, Naval, Military) because say you live near an airport and are wondering .. you'll probably need a meter that reads in the 8.5GHz-9.5GHz range.

Note:  I can't imagine who might work so close to one, but keep CFL bulbs without specific UVB and UVC mitigation (think double-envelope eco bulbs, for example) more than 20cm/8"" from people at the bare minimum.  If you don't know the technology of your CFL bulb, might as well play defense.

FREQUENCY USE LEGEND:
-------------------------

- Static Field = 0Hz
- Some European electric rail = 16.7Hz
- Amtrak electric wire driven trains in U.S. southern NE corridor = 25Hz
- AC Power for home/business (much of Europe) = 50Hz
- AC Power for home/business(U.S.) = 60Hz
- U.S. AC Power natural harmonics = 120Hz, 180Hz, 240Hz, 300Hz, 360Hz.. up to 800Hz for most.
- 2Hz-100KHz includes many energy saving lamps, switching-mode power supplies, electronic dimmers, and monitors.
- Some specialty small/light/fast motors (some server rooms, aircraft, ships, some power tools, etc.) = 400Hz
- RF Animal Identification = 125KHz(U.S.) and 134.2KHz(Intl) (penetrates mud, blood, water)
- Dect 6.0 cordless phone (most secure, least conflict) = 1.9GHz
- Other cordless phones = 900MHz, 2.45GHz, 5.8GHz
- WiFi (802.11) = 2.45GHz or 5GHz
- Bluetooth = 2.45GHz
- Many radio control cars, planes, etc. = 2.45GHz
- RFID (Radio Frequency Identification .. EZ-Pass, supply mgmt,etc.) = 135KHz, 13.56MHz (13.553-13.567), 433.92MHz, 2.45GHz (2.4-2.483), 5.8GHz (5.725-5.875).  Also, though probably not used as much, 6.765MHz-6.795MHz, 7.4MHz-8.8MHz, 26.957MHz-27.283MHz, 868MHz-870MHz, 902MHz-928MHz.

FREQUENCY ACRONYMS:
------------------------

3Hz-30Hz ULF
30Hz-300Hz ELF
300Hz-3kHz VF
3kHz-30kHz VLF
30kHz-300kHz LF
300kHz-3MHz MF
3MHz-30MHz HF
30MHz-300MHz VHF
300MHz-3GHz UHF
3GHz-30GHz SHF
30GHz-300GHz EHF

Hz = Hertz (1/sec frequency)
kHz = Kilohertz (1000/s)
MHz = Megahertz (1million/s)
GHz = Gigahertz (1billion/sec)

SOME ORGANIZATIONS REVIEWING
EMF/RF BIOLOGICAL EFFECTS:
---------------------------------

Here are some of the more scientific organizations with available EMF/RF research or overviews that might be of interest to you:

ACGIH - American Conference of Governmental Industrial Hygienists.
IRPA - International Radiation Protection Association
SCENIHR - Scientific Committee on Emerging and Newly Identified Health Risks (European Union advisory group).
INIRC - International Non-Ionizing Radiation Committee
ICNIRP - International Commission on Nonionizing Radiation Protection
WHO - World Health Organization International EMF Project
U.S. EMF RAPID Program - 6 year working group put together in the past by NIEHS, NIH, and DOE.
NRC/NAS - National Research Council / National Academy of Sciences by way of National Academy Press
CA Dept. of Health Services - CA EMF Program
IEEE - Institute of Electrical and Electronics Engineers
VDB - Association of German Building Biologists (Verband Deutscher Baubiologen)

Further future related research discoveries are likely to involve, or at least be reported on, by one or more of these organizations as they have been involved in such research in the past (much of it you can find on the web).

HOW TO GET 3D READINGS FROM
FROM 3 XYZ AXES METER READINGS:
------------------------------------

While some tools take ""3D"" readings, to save money some folks buy meters that read 1 or 3 individual axes, not a composite ""3D"" reading.

To make a ""3D"" reading out of the individual axes readings you are supposed to put each of the three axis meter readings into the equation ""square root (x-squared + y-squared + z-squared)"".

However, here are some short-cut estimations for less demanding needs that some use:

Measurement Value:......Corresponding Guesstimate
1 High, 2 Low values....Use highest value
2 High, 1 Low value.....Use highest value plus half of second highest
3 similar values........Use 1.5x highest value

MEASURING SUGGESTIONS:
--------------------------

Consider/test:
- Keeping unit over 1ft away from any conductive material like metals.
- Putting unit on a non-conductive holder like dry wood or cardboard.
- Reading meter from 5 feet away.
- If measuring over a bed, measuring 2"" above mattress to take pillow into account and lessen the measurement effect of the springs (if there are any, of course).

SOME OTHER METERS:
----------------------

If looking for a high-end, accurate low frequency EMF meter, consider starting your research with these:

(1) ENERTECH EMDEX II
  Measures AC Magnetic and AC Electric Fields in the 40Hz-800Hz range, 3-axis, 1-2% of value accuracy.  Sold to power companies and universities in 50+ countries, this is a leading industry tool.  It also has recording, event marking, and software capabilities consistent with the needs of consultants.  It is also excellent at filtering out EMF outside 40Hz-800Hz and is unusually accurate in reading AC Electric Field. ($2,950 for base unit)

(2) GIGAHERTZ SOLUTIONS meters
  Made in Germany, sold in North America through Safe Living Technologies, Gigahertz Solutions has a wide variety of accurate affordable models that cover many frequency ranges priced from under two hundred to over a thousand dollars.  Here are some of them, all these listed have HIGH ACCURACY and measure both AC MAGNETIC and AC ELECTRIC fields:
3030B 16Hz-2KHz ($175)
This model is a value sweet spot for non-professionals, offering most of everything one is looking for in accurately low frequency magnetic and electric fields.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ME3030B-Electromagnetic-Field-Meter/dp/B003A5R59G/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ME3030B Electromagnetic Field Meter</a>
3830B 16Hz-100KHz ($270)
This model extends the frequency range to include a range sometimes controversially referred to as dirty electricity.  CFL bulbs, switching-mode power supplies, electronic dimmers, and monitors sometimes fall in this range, too.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ME3830B-Standard-Electromagnetic-field-meter-for-Low-Frequency/dp/B004N6MJUG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ME3830B - Standard Electromagnetic field meter for Low Frequency</a>
3840B 5Hz-100KHz ($400)
The addition of frequency filters for source analysis is the important added feature here, not as much the extension at the lower range.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ME3840B-Semi-professional-Electromagnetic-field-meter-for-Low-Frequency/dp/B003A603SU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ME3840B - Semi professional Electromagnetic field meter for Low Frequency</a>
3851A 5Hz-100KHz ($540)
Before the NFA1000 the ME3851A/ME3951 were the models most used by professionals
ME3851A/ME3951 models have data outputs
[Not Amazon listed atm]
3951A 5Hz-400KHz ($770)
Before the NFA1000 the ME3851A/ME3951 were models most used by professionals
ME3851A/ME3951 models have data outputs
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ME3951A-Professional-Electromagnetic-Field-Meter-Low-Frequencies-Gauss-Meter/dp/B00ASMMEV8/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ME3951A Professional Electromagnetic Field Meter Low Frequencies Gauss Meter</a>
NFA1000 3D 5Hz-1000Hz ($2400)
3D AC Magnetic and AC Electric Field reading, a time saver for professionals
Gigahertz Solution's competitor to the Enertech Emdex II
Comes with data analysis software
Accurate 3D readings of AC Electric fields is considered a tough task, hats off to the Gigahertz Solutions folks for upping the ante.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Magnetic-Electric-Meters-NFA-1000-EMF-Analyzer-5kHz-to-1-000-000-kHz/dp/B007L0GVW8/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Magnetic Electric Meters NFA 1000 EMF Analyzer-5kHz to 1,000,000 kHz</a>

SPECTRUM ANALYZERS.  To measure EMF/RF field strengths AT DIFFERENT FREQUENCIES you will need a spectrum analyzer.  Some consultants use these for higher-end analyses, however there is usually much more expense and skill involved clearly.  Below is the maker of an affordable hand held spectrum analyzer solution you may wish to read up on..

(3) Aaronia AG Spectran handheld spectrum analyzer
I suggest reviewing their website for model options if considering these, there is a variety of models and bundles covering different frequency ranges, covering both AC Magnetic and AC Electric Fields.  The U.S. Distributor is Kaltman Creations (Aaronia AG is in Germany).
- Low Frequency Range Examples:
Aaronia AG Spectran NF-1010E (10Hz-10KHz, Magnetic and Electric Fields, 5% accuracy)
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/NF-1010E-AARONIA-Handheld-Spectrum-Analyzer-10Hz-10KHz/dp/B00B66KIZE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">NF-1010E AARONIA Handheld Spectrum Analyzer (10Hz - 10KHz)</a>
Aaronia AG Spectran NF-3020 (10Hz-400KHz, Magnetic and Electric Fields 5% accuracy)
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/NF-3020-AARONIA-Handheld-Spectrum-Analyzer-10Hz-400KHz/dp/B00B6WUICG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">NF-3020 AARONIA Handheld Spectrum Analyzer (10Hz - 400KHz)</a>
Aaronia AG Spectran NF-5030 (1Hz-1MHz, Magnetic and Electric Fields, 3% accuracy)
[Couldn't find on Amazon]

(4) If you are considering spectrum analyzers and money isn't much of an issue you might consider reviewing Tektronix, HP, and Agilent offerings, too, perhaps others, just to know what's out there at the high-end if nothing else.  Of course, for most folks this is way out of budget and often skill set.

I hope this helps some folks serious about EMF/RF measuring get started.",2.0,negative
